Scheepsnaam;Handling;Terminal;Port of discharge;Consignmentnr;Kind of package;Shipping Name;UNO;IMO;Flashpoint;Packaging Group;Equipment number;Stowage position;Quantity in container;Weight in container
Erasmus 1;Discharge;Terminal 1;Amsterdam;45022383;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);1903;9;24;Great danger;PBAU6500568;070198;2068;11216000
Erasmus 1;Transit;Terminal 1;Amsterdam;98894749;Rectangular Tank;RESORCINOL;3265;61;60;Medium danger;PBAU6992501;070298;4745;43327000
Erasmus 1;Transit;Terminal 1;Amsterdam;22408835;Rectangular Tank;TRICHLOROETHYLENE;2924;3;0;Medium danger;PBAU3870505;070398;5904;24933000
Erasmus 1;Transit;Terminal 1;Amsterdam;98689635;Rectangular Tank;CORROSIVE LIQUID, TOXIC, N.O.S.;1992;3;0;Medium danger;PBAU9133094;070498;9079;45653000
Erasmus 1;Transit;Terminal 1;Amsterdam;14812656;Rectangular Tank;2 DIMETHYLAMINOETHYL ACRYLATE;1992;3;15;Minor danger;PBAU7883291;070598;819;92047000
Erasmus 1;Discharge;Terminal 1;Amsterdam;69451607;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);2052;61;0;Great danger;PBAU2489568;070698;9004;41383000
Erasmus 1;Transit;Terminal 1;Amsterdam;51860139;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;3261;3;7;Minor danger;PBAU7967940;070798;917;29177000
Erasmus 1;Transit;Terminal 1;Amsterdam;37305589;Rectangular Tank;RESIN SOLUTION;1993;8;0;Great danger;PBAU4817648;070898;9627;12229000
Erasmus 1;Transit;Terminal 1;Amsterdam;54546132;Rectangular Tank;PHOSPHORUS PENTOXIDE;1173;3;0;Medium danger;PBAU8616973;070998;9605;94643000
Erasmus 1;Discharge;Terminal 1;Amsterdam;46255789;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;3455;3;13;Medium danger;PBAU4838344;071098;7053;62921000
Erasmus 1;Transit;Terminal 1;Amsterdam;88702457;Rectangular Tank;ETHYL ACETATE;2734;3;0;Medium danger;PBAU5101288;080182;2483;59960000
Erasmus 1;Transit;Terminal 1;Amsterdam;43287458;Rectangular Tank;PENTANE 2,4 DIONE;2734;61;12;Medium danger;PBAU4156961;080282;9156;47995000
Erasmus 1;Discharge;Terminal 1;Amsterdam;30066366;Rectangular Tank;DISINFECTANT, LIQUID, CORROSIVE, N.O.S.;1266;9;0;Minor danger;PBAU3373842;080382;3331;67971000
Erasmus 1;Transit;Terminal 1;Amsterdam;39455814;Rectangular Tank;CORROSIVE LIQUID, N.O.S.;3378;3;0;Minor danger;PBAU5021124;080482;6519;13840000
Erasmus 1;Discharge;Terminal 1;Amsterdam;15037349;Rectangular Tank;TRICHLOROETHYLENE;3302;51;24;Minor danger;PBAU3024891;080582;8788;40865000
Erasmus 1;Transit;Terminal 1;Amsterdam;71376069;Rectangular Tank;CRESOLS, SOLID;2929;3;60;Minor danger;PBAU5750440;080682;9196;51854000
Erasmus 1;Transit;Terminal 1;Amsterdam;67498752;Rectangular Tank;TRIETHYLENETETRAMINE;1779;3;12;Minor danger;PBAU8821798;080782;3601;69141000
Erasmus 1;Discharge;Terminal 1;Amsterdam;80314184;Rectangular Tank;ESTERS, N.O.S.;2734;8;118;Minor danger;PBAU5073063;080882;8004;81951000
Erasmus 1;Discharge;Terminal 1;Amsterdam;16761955;Rectangular Tank;CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.;2876;3;15;Medium danger;PBAU5441374;080982;8645;93728000
Erasmus 1;Transit;Terminal 1;Amsterdam;36462134;Rectangular Tank;ETHYL ORTHOFORMATE;1266;3;0;Minor danger;PBAU1265391;081082;3407;7073000
Erasmus 1;Discharge;Terminal 1;Amsterdam;39792174;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;2310;8;13;Medium danger;PBAU7601471;080184;8287;36517000
Erasmus 1;Transit;Terminal 1;Amsterdam;64745514;Rectangular Tank;CORROSIVE LIQUID, N.O.S.;2512;61;30;Medium danger;PBAU2782818;080284;8050;12329000
Erasmus 1;Discharge;Terminal 1;Amsterdam;24171990;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;1170;8;30;Medium danger;PBAU6088170;080384;2428;95244000
Erasmus 1;Discharge;Terminal 1;Amsterdam;63585076;Rectangular Tank;TRIETHYLENETETRAMINE;1760;3;0;Medium danger;PBAU2776209;080484;9706;62872000
Erasmus 1;Transit;Terminal 1;Amsterdam;17462685;Rectangular Tank;MATCHES, SAFETY;3455;61;0;Medium danger;PBAU4843040;080584;9145;626000
Erasmus 1;Discharge;Terminal 1;Amsterdam;76172728;Rectangular Tank;TOXIC LIQUID, FLAMMABLE, ORGANIC, N.O.S.;2929;61;0;Medium danger;PBAU4979111;080684;3593;79337000
Erasmus 1;Transit;Terminal 1;Amsterdam;47598998;Rectangular Tank;CRESOLS, SOLID;1219;3;12;Medium danger;PBAU9977531;080784;6808;25068000
Erasmus 1;Discharge;Terminal 1;Amsterdam;15097273;Rectangular Tank;TOXIC LIQUID, FLAMMABLE, ORGANIC, N.O.S.;1992;61;0;Medium danger;PBAU5545678;080884;3416;57352000
Erasmus 1;Transit;Terminal 1;Amsterdam;84439601;Rectangular Tank;MATCHES, SAFETY;1807;3;13;Medium danger;PBAU9048237;080984;1173;17672000
Erasmus 1;Transit;Terminal 1;Amsterdam;79128238;Rectangular Tank;POTASSIUM HYDROXIDE SOLUTION;1992;3;0;Minor danger;PBAU8096412;081084;3052;82057000
Erasmus 1;Transit;Terminal 1;Amsterdam;61221669;Rectangular Tank;RESIN SOLUTION;1944;3;13;Medium danger;PBAU1431929;080186;86;23786000
Erasmus 1;Transit;Terminal 1;Amsterdam;83925251;Rectangular Tank;AMINOPHENOLS;2734;3;45;Great danger;PBAU3285817;080286;1142;75892000
Erasmus 1;Transit;Terminal 1;Amsterdam;64197046;Rectangular Tank;ISOPROPANOL (ISOPROPYL ALCOHOL);3455;61;0;Medium danger;PBAU1451731;080386;4285;71273000
Erasmus 1;Transit;Terminal 1;Amsterdam;73378497;Rectangular Tank;PENTANE 2,4 DIONE;2524;8;24;Minor danger;PBAU9881902;080486;5490;62858000
Erasmus 1;Transit;Terminal 1;Amsterdam;39068565;Rectangular Tank;ISOPROPANOL (ISOPROPYL ALCOHOL);1219;3;15;Medium danger;PBAU1470220;080586;9779;69431000
Erasmus 1;Transit;Terminal 1;Amsterdam;40440903;Rectangular Tank;ETHYL ACETATE;2874;61;30;Medium danger;PBAU3176540;080686;555;13771000
Erasmus 1;Transit;Terminal 1;Amsterdam;51182540;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;2329;61;24;Minor danger;PBAU6215528;080786;9707;17471000
Erasmus 1;Transit;Terminal 1;Amsterdam;80203651;Rectangular Tank;ESTERS, N.O.S.;1193;8;0;Medium danger;PBAU1007056;080886;778;78801000
Erasmus 1;Transit;Terminal 1;Amsterdam;24967516;Rectangular Tank;DIPENTENE;1760;8;0;Medium danger;PBAU6882883;080986;5902;65893000
Erasmus 1;Discharge;Terminal 1;Amsterdam;85521593;Rectangular Tank;RESORCINOL;1170;3;60;Medium danger;PBAU6307832;081086;4245;38083000
Erasmus 1;Discharge;Terminal 1;Amsterdam;17924084;Rectangular Tank;AMINOPHENOLS;1903;8;0;Minor danger;PBAU2698807;080188;7151;36425000
Erasmus 1;Discharge;Terminal 1;Amsterdam;71925195;Rectangular Tank;FLAMMABLE LIQUID, TOXIC, N.O.S.;2924;8;15;Medium danger;PBAU8966748;080288;3127;1064000
Erasmus 1;Discharge;Terminal 1;Amsterdam;97102841;Rectangular Tank;SULPHURIC ACID;3487;8;13;Minor danger;PBAU3642260;080388;7722;36121000
Erasmus 1;Transit;Terminal 1;Amsterdam;21408728;Rectangular Tank;FORMIC ACID;3272;8;15;Minor danger;PBAU3420251;080488;128;3406000
Erasmus 1;Transit;Terminal 1;Amsterdam;85697453;Rectangular Tank;RESORCINOL;2929;61;0;Medium danger;PBAU6976157;080588;1566;96464000
Erasmus 1;Discharge;Terminal 1;Amsterdam;83648889;Rectangular Tank;FLAMMABLE LIQUID, CORROSIVE, N.O.S.;1170;61;0;Minor danger;PBAU7925987;080688;9648;58809000
Erasmus 1;Discharge;Terminal 1;Amsterdam;40567359;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);3378;61;0;Medium danger;PBAU5203051;080788;6786;46036000
Erasmus 1;Transit;Terminal 1;Amsterdam;20474653;Rectangular Tank;ISOPROPANOL (ISOPROPYL ALCOHOL);2924;3;30;Medium danger;PBAU7869197;080888;928;19079000
Erasmus 1;Discharge;Terminal 1;Amsterdam;26610333;Rectangular Tank;PERFUMERY PRODUCTS;1903;3;24;Minor danger;PBAU2459385;080988;3324;35765000
Erasmus 1;Transit;Terminal 1;Amsterdam;38375635;Rectangular Tank;TRIMETHYL PHOSPHITE;1170;61;60;Medium danger;PBAU6261030;081088;7251;90631000
Erasmus 1;Transit;Terminal 1;Amsterdam;28724951;Rectangular Tank;SULPHURIC ACID;3272;3;0;Minor danger;PBAU9984944;080190;2150;18998000
Erasmus 1;Discharge;Terminal 1;Amsterdam;40194404;Rectangular Tank;ETHYL ACETATE;2734;3;0;Minor danger;PBAU6481232;080290;778;45616000
Erasmus 1;Discharge;Terminal 1;Amsterdam;95469341;Rectangular Tank;PERFUMERY PRODUCTS;3487;3;0;Medium danger;PBAU5030159;080390;3457;72755000
Erasmus 1;Transit;Terminal 1;Amsterdam;50021696;Rectangular Tank;BROMOPROPANES;2310;41;0;Minor danger;PBAU4966724;080490;5068;30800000
Erasmus 1;Discharge;Terminal 1;Amsterdam;86619714;Rectangular Tank;RESORCINOL;1266;3;0;Minor danger;PBAU5769439;080590;2952;1702000
Erasmus 1;Discharge;Terminal 1;Amsterdam;83393731;Rectangular Tank;CRESOLS, SOLID;2924;61;0;Minor danger;PBAU6979073;080690;9319;95204000
Erasmus 1;Discharge;Terminal 1;Amsterdam;54823394;Rectangular Tank;MATCHES, SAFETY;3455;61;15;Minor danger;PBAU5413872;080790;1197;87910000
Erasmus 1;Transit;Terminal 1;Amsterdam;78566796;Rectangular Tank;AMINOPHENOLS;2734;51;0;Great danger;PBAU9929304;080890;1656;40410000
Erasmus 1;Transit;Terminal 1;Amsterdam;35410210;Rectangular Tank;PERFUMERY PRODUCTS;3487;61;0;Minor danger;PBAU7921409;080990;7433;6824000
Erasmus 1;Discharge;Terminal 1;Amsterdam;58132234;Rectangular Tank;CRESOLS, SOLID;2874;3;0;Minor danger;PBAU5138058;081090;7031;39819000
Erasmus 1;Discharge;Terminal 1;Amsterdam;23321026;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);1170;3;0;Medium danger;PBAU7632807;080192;9120;83117000
Erasmus 1;Transit;Terminal 1;Amsterdam;17311984;Rectangular Tank;CRESOLS, SOLID;2524;8;15;Medium danger;PBAU3913632;080292;290;50462000
Erasmus 1;Transit;Terminal 1;Amsterdam;57549906;Rectangular Tank;RESIN SOLUTION;2052;3;38;Medium danger;PBAU5926262;080392;6181;75605000
Erasmus 1;Discharge;Terminal 1;Amsterdam;58839017;Rectangular Tank;TRIMETHYL PHOSPHITE;1866;51;0;Medium danger;PBAU7628867;080492;292;95125000
Erasmus 1;Discharge;Terminal 1;Amsterdam;28078418;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;2922;3;0;Medium danger;PBAU9828146;080592;3130;27806000
Erasmus 1;Discharge;Terminal 1;Amsterdam;88747684;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);2310;8;30;Medium danger;PBAU4228156;080692;7140;11760000
Erasmus 1;Discharge;Terminal 1;Amsterdam;24935210;Rectangular Tank;TRIETHYLENETETRAMINE;1992;3;24;Great danger;PBAU7580669;080792;1870;67967000
Erasmus 1;Discharge;Terminal 1;Amsterdam;64798406;Rectangular Tank;TRIMETHYL PHOSPHITE;2512;3;0;Medium danger;PBAU8513643;080892;5675;60631000
Erasmus 1;Discharge;Terminal 1;Amsterdam;34490356;Rectangular Tank;PHOSPHORUS PENTOXIDE;3378;61;30;Medium danger;PBAU1814370;080992;1890;80633000
Erasmus 1;Discharge;Terminal 1;Amsterdam;56203406;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;2922;3;45;Minor danger;PBAU7308540;081092;4943;44279000
Erasmus 1;Discharge;Terminal 1;Amsterdam;37440128;Rectangular Tank;AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.;3082;3;0;Medium danger;PBAU4177407;080194;9156;95988000
Erasmus 1;Transit;Terminal 1;Amsterdam;60948200;Rectangular Tank;AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.;2259;8;0;Minor danger;PBAU8007686;080294;6556;87972000
Erasmus 1;Transit;Terminal 1;Amsterdam;73153469;Rectangular Tank;FURFURYL ALCOHOL;3302;3;0;Medium danger;PBAU4445700;080394;3807;22743000
Erasmus 1;Transit;Terminal 1;Amsterdam;97335228;Rectangular Tank;SODIUM CARBONATE PEROXYHYDRATE;2259;3;15;Medium danger;PBAU6408817;080494;641;85372000
Erasmus 1;Transit;Terminal 1;Amsterdam;78293502;Rectangular Tank;FLAMMABLE LIQUID, TOXIC, N.O.S.;2929;61;0;Medium danger;PBAU9232115;080594;9405;71505000
Erasmus 1;Discharge;Terminal 1;Amsterdam;37305376;Rectangular Tank;BROMOPROPANES;1710;3;0;Great danger;PBAU4719668;080694;1151;78782000
Erasmus 1;Discharge;Terminal 1;Amsterdam;27778319;Rectangular Tank;CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.;1173;3;15;Medium danger;PBAU6996413;080794;8052;13005000
Erasmus 1;Transit;Terminal 1;Amsterdam;39754096;Rectangular Tank;ESTERS, N.O.S.;1903;8;30;Minor danger;PBAU3817509;080894;4377;92318000
Erasmus 1;Transit;Terminal 1;Amsterdam;70452842;Rectangular Tank;FURALDEHYDES;1944;8;0;Minor danger;PBAU7533813;080994;6117;70077000
Erasmus 1;Discharge;Terminal 1;Amsterdam;15837920;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);2924;8;15;Great danger;PBAU5378386;081094;8059;5020000
Erasmus 1;Discharge;Terminal 1;Amsterdam;15037271;Rectangular Tank;TRIETHYLENETETRAMINE;1903;61;15;Medium danger;PBAU3190565;080196;6927;34263000
Erasmus 1;Discharge;Terminal 1;Amsterdam;50468526;Rectangular Tank;SULPHURIC ACID;2310;3;0;Great danger;PBAU3759958;080296;5851;19015000
Erasmus 1;Transit;Terminal 1;Amsterdam;54959474;Rectangular Tank;DIPENTENE;2259;3;0;Minor danger;PBAU4944902;080396;86;16173000
Erasmus 1;Discharge;Terminal 1;Amsterdam;13633408;Rectangular Tank;CRESOLS, SOLID;3265;61;46;Minor danger;PBAU6685262;080496;4546;30988000
Erasmus 1;Transit;Terminal 1;Amsterdam;71350369;Rectangular Tank;BROMOPROPANES;2924;9;0;Minor danger;PBAU3646579;080596;2546;40482000
Erasmus 1;Discharge;Terminal 1;Amsterdam;53181782;Rectangular Tank;CORROSIVE LIQUID, TOXIC, N.O.S.;3082;61;15;Great danger;PBAU1045069;080696;7594;77209000
Erasmus 1;Transit;Terminal 1;Amsterdam;23543792;Rectangular Tank;PHOSPHORUS PENTOXIDE;2524;8;24;Minor danger;PBAU6291198;080796;6383;31160000
Erasmus 1;Transit;Terminal 1;Amsterdam;21115314;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;2924;61;27;Medium danger;PBAU8068795;080896;4788;42239000
Erasmus 1;Discharge;Terminal 1;Amsterdam;59553913;Rectangular Tank;PENTANE 2,4 DIONE;1710;3;0;Medium danger;PBAU9021414;080996;3056;68348000
Erasmus 1;Transit;Terminal 1;Amsterdam;60148332;Rectangular Tank;ISOPROPANOL (ISOPROPYL ALCOHOL);1173;61;0;Medium danger;PBAU5519047;081096;3109;59106000
Erasmus 1;Transit;Terminal 1;Amsterdam;55122082;Rectangular Tank;MATCHES, SAFETY;2876;8;15;Minor danger;PBAU6633449;080198;704;79596000
Erasmus 1;Discharge;Terminal 1;Amsterdam;29436075;Rectangular Tank;ETHYL ORTHOFORMATE;3378;3;0;Medium danger;PBAU6678561;080298;3747;5405000
Erasmus 1;Transit;Terminal 1;Amsterdam;14609363;Rectangular Tank;TRIMETHYL PHOSPHITE;3261;61;12;Medium danger;PBAU2525503;080398;9144;5179000
Erasmus 1;Transit;Terminal 1;Amsterdam;96775223;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);1219;8;15;Medium danger;PBAU3165039;080498;256;27501000
Erasmus 1;Discharge;Terminal 1;Amsterdam;56178269;Rectangular Tank;POTASSIUM HYDROXIDE SOLUTION;3455;3;0;Medium danger;PBAU5816770;080598;2603;96274000
Erasmus 1;Transit;Terminal 1;Amsterdam;83430917;Rectangular Tank;TRIETHYLENETETRAMINE;2924;3;0;Medium danger;PBAU7307108;080698;3405;30918000
Erasmus 1;Transit;Terminal 1;Amsterdam;51241694;Rectangular Tank;ESTERS, N.O.S.;1993;8;0;Medium danger;PBAU6745298;080798;6013;57394000
Erasmus 1;Transit;Terminal 1;Amsterdam;75359920;Rectangular Tank;TRICHLOROETHYLENE;2512;8;0;Medium danger;PBAU7954481;080898;6753;11001000
Erasmus 1;Discharge;Terminal 1;Amsterdam;74439977;Rectangular Tank;CORROSIVE LIQUID, TOXIC, N.O.S.;3261;3;24;Minor danger;PBAU2957648;080998;1925;10069000
Erasmus 1;Transit;Terminal 1;Amsterdam;27468564;Rectangular Tank;CORROSIVE LIQUID, TOXIC, N.O.S.;3272;41;15;Medium danger;PBAU8219682;081098;5531;84000000
Erasmus 1;Transit;Terminal 1;Amsterdam;45337929;Rectangular Tank;RESORCINOL;1173;61;15;Medium danger;PBAU1248616;090182;4798;31292000
Erasmus 1;Discharge;Terminal 1;Amsterdam;50165339;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;2929;3;0;Minor danger;PBAU7837819;090282;4943;93311000
Erasmus 1;Transit;Terminal 1;Amsterdam;57151163;Rectangular Tank;FURALDEHYDES;3455;61;0;Minor danger;PBAU8999199;090382;4553;95874000
Erasmus 1;Transit;Terminal 1;Amsterdam;48529283;Rectangular Tank;TOXIC LIQUID, FLAMMABLE, ORGANIC, N.O.S.;1814;51;15;Great danger;PBAU3005300;090482;4923;72354000
Erasmus 1;Transit;Terminal 1;Amsterdam;82819869;Rectangular Tank;CORROSIVE LIQUID, N.O.S.;1219;3;38;Medium danger;PBAU7025173;090582;6457;73012000
Erasmus 1;Discharge;Terminal 1;Amsterdam;13766926;Rectangular Tank;CALCIUM HYPOCHLORITE, HYDRATED MIXTURE, CORROSIVE;3082;8;0;Minor danger;PBAU4897593;090682;7419;15036000
Erasmus 1;Transit;Terminal 1;Amsterdam;38956995;Rectangular Tank;FORMIC ACID;2524;8;0;Medium danger;PBAU2711319;090782;8722;22539000
Erasmus 1;Discharge;Terminal 1;Amsterdam;39358561;Rectangular Tank;FLAMMABLE LIQUID, CORROSIVE, N.O.S.;2734;8;15;Great danger;PBAU6095611;090882;8053;76136000
Erasmus 1;Discharge;Terminal 1;Amsterdam;24099890;Rectangular Tank;PHOSPHORUS PENTOXIDE;1760;3;0;Medium danger;PBAU6397123;090982;5983;13107000
Erasmus 1;Transit;Terminal 1;Amsterdam;41415301;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);3378;3;0;Medium danger;PBAU2949147;091082;1479;71870000
Erasmus 1;Transit;Terminal 1;Amsterdam;98062048;Rectangular Tank;DISINFECTANT, LIQUID, CORROSIVE, N.O.S.;1170;61;0;Great danger;PBAU5833666;090184;4998;44337000
Erasmus 1;Discharge;Terminal 1;Amsterdam;44252600;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;2796;3;15;Minor danger;PBAU8623061;090284;8318;19291000
Erasmus 1;Transit;Terminal 1;Amsterdam;66425722;Rectangular Tank;TRICHLOROETHYLENE;1760;51;15;Minor danger;PBAU9328119;090384;222;62909000
Erasmus 1;Transit;Terminal 1;Amsterdam;61268951;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);2512;8;30;Medium danger;PBAU8403208;090484;1275;74614000
Erasmus 1;Transit;Terminal 1;Amsterdam;62482897;Rectangular Tank;AMINOPHENOLS;1992;3;30;Medium danger;PBAU5501877;090584;3325;93053000
Erasmus 1;Discharge;Terminal 1;Amsterdam;45083911;Rectangular Tank;CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.;3261;9;0;Medium danger;PBAU1503550;090684;941;81461000
Erasmus 1;Discharge;Terminal 1;Amsterdam;86414779;Rectangular Tank;ETHYL ORTHOFORMATE;3082;3;15;Medium danger;PBAU5870356;090784;1759;84747000
Erasmus 1;Discharge;Terminal 1;Amsterdam;33048876;Rectangular Tank;CORROSIVE LIQUID, N.O.S.;2512;3;12;Minor danger;PBAU4931886;090884;517;80824000
Erasmus 1;Discharge;Terminal 1;Amsterdam;41063288;Rectangular Tank;TRICHLOROETHYLENE;2512;61;30;Minor danger;PBAU5168970;090984;2247;47538000
Erasmus 1;Transit;Terminal 1;Amsterdam;37311362;Rectangular Tank;CORROSIVE LIQUID, N.O.S.;3487;41;0;Minor danger;PBAU3062231;091084;2687;81801000
Erasmus 1;Transit;Terminal 1;Amsterdam;26211045;Rectangular Tank;CALCIUM HYPOCHLORITE, HYDRATED MIXTURE, CORROSIVE;1193;3;30;Medium danger;PBAU3691840;090186;5270;58854000
Erasmus 1;Transit;Terminal 1;Amsterdam;95474182;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;2329;3;15;Medium danger;PBAU4809824;090286;6542;71920000
Erasmus 1;Transit;Terminal 1;Amsterdam;54913975;Rectangular Tank;CALCIUM HYPOCHLORITE, HYDRATED MIXTURE, CORROSIVE;3272;3;30;Minor danger;PBAU4659548;090386;4375;51253000
Erasmus 1;Discharge;Terminal 1;Amsterdam;36812398;Rectangular Tank;FLAMMABLE LIQUID, TOXIC, N.O.S.;1807;8;15;Great danger;PBAU1969669;090486;6198;6031000
Erasmus 1;Discharge;Terminal 1;Amsterdam;89719983;Rectangular Tank;RESORCINOL;3082;3;15;Minor danger;PBAU4984025;090586;5603;89554000
Erasmus 1;Transit;Terminal 1;Amsterdam;68040566;Rectangular Tank;FORMIC ACID;2874;3;45;Minor danger;PBAU6614593;090686;4132;31663000
Erasmus 1;Transit;Terminal 1;Amsterdam;33731232;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;1993;61;0;Great danger;PBAU7934841;090786;337;87083000
Erasmus 1;Transit;Terminal 1;Amsterdam;23364000;Rectangular Tank;DISINFECTANT, LIQUID, CORROSIVE, N.O.S.;1710;61;15;Minor danger;PBAU7122751;090886;278;24619000
Erasmus 1;Transit;Terminal 1;Amsterdam;17641583;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;2874;9;0;Medium danger;PBAU6567552;090986;1025;19547000
Erasmus 1;Discharge;Terminal 1;Amsterdam;45722370;Rectangular Tank;ESTERS, N.O.S.;2329;3;0;Great danger;PBAU9294240;091086;2531;16836000
Erasmus 1;Discharge;Terminal 1;Amsterdam;57579898;Rectangular Tank;CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.;1173;3;0;Minor danger;PBAU9827075;090188;3273;33035000
Erasmus 1;Discharge;Terminal 1;Amsterdam;26498704;Rectangular Tank;TRICHLOROETHYLENE;1992;61;0;Medium danger;PBAU3877363;090288;1616;82276000
Erasmus 1;Transit;Terminal 1;Amsterdam;24663136;Rectangular Tank;ETHYL ACETATE;1814;9;0;Medium danger;PBAU5501077;090388;1628;98912000
Erasmus 1;Transit;Terminal 1;Amsterdam;67714980;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);3082;3;0;Medium danger;PBAU2411869;090488;3784;34224000
Erasmus 1;Transit;Terminal 1;Amsterdam;76800881;Rectangular Tank;TRIMETHYL PHOSPHITE;2734;3;15;Medium danger;PBAU5746609;090588;8429;88742000
Erasmus 1;Transit;Terminal 1;Amsterdam;73398835;Rectangular Tank;RESIN SOLUTION;1170;8;15;Minor danger;PBAU6136799;090688;8368;82856000
Erasmus 1;Discharge;Terminal 1;Amsterdam;40717481;Rectangular Tank;DISINFECTANT, LIQUID, CORROSIVE, N.O.S.;3378;61;15;Great danger;PBAU7628687;090788;9654;13317000
Erasmus 1;Transit;Terminal 1;Amsterdam;33441914;Rectangular Tank;RESORCINOL;1903;8;24;Minor danger;PBAU9061734;090888;1371;1793000
Erasmus 1;Transit;Terminal 1;Amsterdam;93388646;Rectangular Tank;MATCHES, SAFETY;2924;3;45;Medium danger;PBAU9972544;090988;4729;32050000
Erasmus 1;Discharge;Terminal 1;Amsterdam;19458685;Rectangular Tank;CALCIUM HYPOCHLORITE, HYDRATED MIXTURE, CORROSIVE;2874;3;0;Minor danger;PBAU9579016;091088;2189;84850000
Erasmus 1;Discharge;Terminal 1;Amsterdam;15788222;Rectangular Tank;FURFURYL ALCOHOL;3272;3;0;Great danger;PBAU9464926;090190;3266;34744000
Erasmus 1;Discharge;Terminal 1;Amsterdam;96839738;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);1903;3;13;Medium danger;PBAU5883240;090290;1649;48106000
Erasmus 1;Transit;Terminal 1;Amsterdam;78319674;Rectangular Tank;FLAMMABLE LIQUID, CORROSIVE, N.O.S.;1944;41;15;Minor danger;PBAU4523570;090390;5343;72610000
Erasmus 1;Discharge;Terminal 1;Amsterdam;92650724;Rectangular Tank;ETHYL ACETATE;2329;61;60;Medium danger;PBAU9525222;090490;2561;61800000
Erasmus 1;Discharge;Terminal 1;Amsterdam;94664914;Rectangular Tank;ETHYL ACETATE;2259;51;0;Medium danger;PBAU5508182;090590;2555;15487000
Erasmus 1;Transit;Terminal 1;Amsterdam;44349777;Rectangular Tank;AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.;1760;3;0;Medium danger;PBAU9252802;090690;438;25652000
Erasmus 1;Transit;Terminal 1;Amsterdam;43442244;Rectangular Tank;CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.;1710;8;0;Minor danger;PBAU2306256;090790;8802;82446000
Erasmus 1;Transit;Terminal 1;Amsterdam;76318737;Rectangular Tank;TRIMETHYL PHOSPHITE;2874;3;24;Minor danger;PBAU2242043;090890;3345;16449000
Erasmus 1;Discharge;Terminal 1;Amsterdam;49558001;Rectangular Tank;PERFUMERY PRODUCTS;3302;3;0;Medium danger;PBAU9450036;090990;4116;61928000
Erasmus 1;Transit;Terminal 1;Amsterdam;50280309;Rectangular Tank;CORROSIVE LIQUID, TOXIC, N.O.S.;2796;3;0;Minor danger;PBAU1628716;091090;8933;21924000
Erasmus 1;Discharge;Terminal 1;Amsterdam;57362037;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;1170;8;0;Minor danger;PBAU3173240;090192;5663;84619000
Erasmus 1;Discharge;Terminal 1;Amsterdam;69643336;Rectangular Tank;FORMIC ACID;1219;3;30;Medium danger;PBAU1239455;090292;5680;49891000
